,country,description,id_,keywords,is_shoppable,language,name,slug,video_url,is_licensed_video,is_community,thumbnail_url,inspired_by,linked_recipes,tags,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber
46,US,,919,"tasty, tasty_vegetarian",True,eng,Lemon Ricotta Pancakes,lemon-ricotta-pancakes,https://vid.tasty.co/output/27748/mp4_640x640/1490722820,False,False,https://img.buzzfeed.com/video-api-prod/assets/8a2092b62db84944a827973175e63ae5/pancakes_FBThumb.jpg,,,"6854262,1247793,1280506,1247788,1280510,64488,64471,64444,65859,64484,64509,65844,64483,64510,65848",0,0,0,31,891,97.0,26.0,13.0,928.0,64.0,175.0,6.0
47,US,,2869,,True,eng,Breakfast Egg Cups,breakfast-egg-cups,https://vid.tasty.co/output/57232/mp4_640x640/1508449017,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2a80a576ba0e40ed9ca428b00a499a2f/BFV30507_Kid-FriendlyBreakfastMealPrep.jpg,,,"8091756,8091916,64467,7560083,7560081,5812430,1280503,1280501,1280507,1247785,1247771,1247775,64484,64444,64492,64483,65851,65853,64471,64488,65846",0,0,0,32,881,97.0,10.0,8.0,132.0,0.0,1.0,0.0
48,US,"Easy breakfast frittatas for all! While you refrigerate your egg mixture, fry up bacon, tomatoes, spinach, and onion — or really, whatever vegetables you have in the pantry or are in season. Mix everything together in an oven-safe pan, sprinkle with cheese, and bake for 15 minutes. Top this super simple meal with some chopped green onions and pair with a salad, some fruit, or (better yet!) a mimosa.",706,,True,eng,Easy Breakfast Frittata,easy-breakfast-frittata,https://vid.tasty.co/output/21520/mp4_640x640/1484964194,False,False,https://img.buzzfeed.com/video-api-prod/assets/36ee32d44b36407eac11faa8630e057f/FBC.jpg,,,"1247790,1247775,1247788,1280501,1280500,1247793,1280510,1280507,1280506,1280508,65410,64453,64492,65840,64484,64488,65848,64483,64462,64444,65846",0,0,0,18,866,98.0,15.0,20.0,259.0,2.0,4.0,0.0
49,US,,2874,"bacon, breakfast, brunch, buzzfeed, cheese, eggs, quiche, tasty",True,eng,Potato-Crusted Quiche,potato-crusted-quiche,https://vid.tasty.co/output/57559/mp4_640x640/1508526684,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/108607.jpg,"{'host': 'foodnetwork.com', 'url': 'http://www.foodnetwork.com/recipes/food-network-kitchen/potato-crusted-quiche-recipe-2042764'}",,"8091918,6854262,6683351,1247775,1247793,1247782,1280510,1280501,64484,188967,64492,64489,64462,64483,64466,65846",0,0,0,19,929,98.0,21.0,25.0,412.0,4.0,23.0,2.0
50,ZZ,,1476,"breakfast, healthy, oats, pancakes",True,eng,Chocolate Peanut Butter Pancakes,chocolate-peanut-butter-pancakes,https://vid.tasty.co/output/19445/mp4_640x640/1482864702,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/212c170dbeab48c28d5fb6c9e7373bdb/pancakes-finalfb.jpg,"{'host': 'foodfanatic.com', 'url': 'https://www.foodfanatic.com/2015/08/peanut-butter-chocolate-chip-pancakes/#_a5y_p=4235175'}",,"64469,1247788,1280510,1247794,1280506,1280498,65859,64483,65848,64484,64471,64488,64444",0,0,0,64,847,93.0,12.0,20.0,396.0,12.0,45.0,3.0
51,ZZ,,2748,"classic omelette, french omelette, how to make an omelette, japanese omelette, tamagoyaki",True,und,French Omelette,french-omelette,https://vid.tasty.co/output/54409/mp4_640x640/1506730605,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e6fcef631d704cfda005c8d3b9b0ca83/BFV29614_ClassicVsJapaneseOmelette-FB.jpg,,,"8091756,64469,64470,64467,1247769,1247787,1247785,64484,65855,64465,64483,64471,64466,64488,64449,65848",0,0,0,84,1002,93.0,23.0,29.0,372.0,0.0,1.0,0.0
52,US,,4174,,True,eng,Chocolate Peanut Butter Cookie Smoothie,chocolate-peanut-butter-cookie-smoothie,https://vid.tasty.co/output/102123/landscape_480/1531775108,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5a7b06d5e161491a8e66ed87fa1bee16/BFV45549_PortableBreakfasts-FB.jpg,"{'host': 'chefsavvy.com', 'url': 'https://chefsavvy.com/peanut-butter-oatmeal-smoothie/'}",,"64470,64487,1247785,1280503,64471,64444,64488,65838,1280506,1280507,1247788,64483,65843,1280508,1280501",0,0,0,126,863,88.0,22.0,25.0,638.0,32.0,88.0,12.0
53,US,,3292,,True,eng,Focaccia,focaccia,https://vid.tasty.co/output/71629/hls24_1515433243.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3d22f46ec5ed459bbb301dca58e5bd8a/final_1.jpg,,,"64469,64468,64463,188967,65846,1247784,64462,64508,1280510,64444,65840,64479,64473,64492,64511,64506,65857,64483",0,0,0,33,862,97.0,7.0,9.0,367.0,7.0,61.0,2.0
54,US,,74,"banana, breakfast, chocolate, healthy, muffin, muffins, oat",True,eng,Banana Chocolate Chip Breakfast Muffins,banana-chocolate-chip-breakfast-muffins,https://vid.tasty.co/output/8845/mp4_640x640/1472781198,False,False,https://img.buzzfeed.com/video-api-prod/assets/b2ade3e1f6e14d138b08fc06c2b327da/BFV11053_BananaChocolateChipMuffins-ThumbTextless1080.jpg,,,"1280507,1247788,1247793,1247785,1280510,1280508,1280506,1247775,1247771,64503,64507,64484,65846,65857,64483,64492,65838,64471,64488,64466,64444",0,0,0,309,817,73.0,7.0,5.0,220.0,14.0,37.0,3.0
55,ZZ,,1687,,True,eng,Oatmeal Muffins,oatmeal-muffins,https://vid.tasty.co/output/28808/mp4_640x640/1491846108,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/63624a42bdf141ffb56bc853d69b5bf4/BFV18899_HealthyMuffinTinBreakfasts4Ways_FB1080SQ.jpg,,,"64469,8091920,8030032,1247788,1280508,64492,1247775,1280507,1247771,1280510,1247785,64484,64483,64471,64466,64488,64444,65846",0,0,0,73,851,93.0,10.0,4.0,300.0,26.0,58.0,5.0
56,US,,1632,"breakfast, easy, french toast, fruit",True,eng,Sausage French Toast Roll-up,sausage-french-toast-roll-up,https://vid.tasty.co/output/24897/mp4_640x640/1487973901,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a9fd0aad236149dc816b4d8b5b066932/frenchtoastrollups4ways-fb.jpg,"{'host': 'cinnamonspiceandeverythingnice.com', 'url': 'http://www.cinnamonspiceandeverythingnice.com/french-toast-sausage-roll-ups/'}",,"8091918,8091916,64467,1247790,1247787,1280510,1247785,1280503,1280501,1280512,64483,64505,65859,65855,64471,64488,64444,65840",0,0,0,57,878,94.0,9.0,6.0,128.0,1.0,7.0,0.0
57,US,,1633,"breakfast, easy, french toast, fruit",True,eng,Banana Peanut Butter French Toast Roll-up,banana-peanut-butter-french-toast-roll-up,https://vid.tasty.co/output/24897/mp4_640x640/1487973901,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e40e1c2f60b2415980c6a80931ea4e3d/frenchtoastrollups4ways-fb.jpg,,,"64469,8091918,8091916,64467,1247790,1247787,65848,1280510,1247785,1280508,1280512,1280501,1280503,64484,64483,65859,65855,64471,64488,64444",0,0,0,50,836,95.0,9.0,6.0,128.0,1.0,7.0,0.0
58,US,,1357,,True,eng,Mixed Berry French Toast,mixed-berry-french-toast,https://vid.tasty.co/output/40734/mp4_640x640/1498787327,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4b0bf091adc24ec48ec5cad3947e720d/BFV8700_French_Toast_4_Ways_FB1080.jpg,,,"64469,8091920,6718874,1280501,1247794,1247786,1247788,1280507,1280510,1247785,1280506,1280508,64510,64444,65410,64449,65859,64484,64483,64488,65850,65848",0,0,0,47,1045,96.0,22.0,15.0,434.0,40.0,54.0,7.0
59,ZZ,,1657,,True,eng,Healthy Blueberry Pancakes,healthy-blueberry-pancakes,https://vid.tasty.co/output/27116/mp4_640x640/1490138212,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/9a1ae7ecccca4123af88becfdf8c25c5/BFV18275_HealthyPancakes4Ways_FB1080SQ.jpg,,,"64469,64463,64470,8091916,5949791,1247788,1280508,1280507,1280510,1247785,64483,64484,64471,64488,64462,64444,65840",0,0,0,140,1041,89.0,7.0,4.0,195.0,11.0,33.0,4.0
60,US,,149,"tasty, tasty_vegetarian",True,eng,Cinnamon Roll French Toast Bake,cinnamon-roll-french-toast-bake,https://vid.tasty.co/output/32199/mp4_640x640/1495125457,False,False,https://img.buzzfeed.com/video-api-prod/assets/6f6e4377a3324490a51917723bb28fa1/BFV4998_CinnamonRollFrenchToastBake-RecipePhoto.jpg,,,"1280506,1247793,1247785,1280508,1280507,1280510,1247775,1280500,1280503,1280501,64488,65850,64444,64483,64492,65846,64471,64484",0,0,0,57,803,94.0,14.0,21.0,587.0,52.0,87.0,2.0
61,ZZ,,1195,"blackberry, breakfast, cream cheese, dessert, fruit, puff pastry, raspberry, strawberry, tasty, tasty junior, tasty_vegetarian",True,eng,Fruit and Cream Cheese Breakfast Pastries,fruit-and-cream-cheese-breakfast-pastries,https://vid.tasty.co/output/31492/mp4_640x640/1494634532,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3ebf39051d7d4338b4c23b73d513360b/BFV21142_Cream_Cheese_and_Fruit_Pastries_Final.jpg,,,"64469,8091918,64467,8030032,1280501,1247780,1247775,1280500,1280512,1280503,1280508,1247788,1280507,1247785,1280510,65851,64492,65857,64484,64483,64488,65410,64449,64444,65846",0,0,0,32,900,97.0,2.0,14.0,201.0,2.0,15.0,0.0
62,US,,6462,"breakfast, healthy breakfast, quick breakfast, tasty, ultimate, waffles",True,eng,The Ultimate Waffle,the-ultimate-waffle,https://vid.tasty.co/output/175335/landscape_480/1596675442,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/277357.jpg,,,"64469,8091748,8091747,64472,64471,64488,64462,64444,64483,1247793,1280510,1247788",20,5,30,51,1001,96.0,14.0,16.0,493.0,16.0,70.0,1.0
63,US,,332,,True,eng,Biscuits And Gravy Bake,biscuits-and-gravy-bake,https://vid.tasty.co/output/32043/mp4_640x640/1495125011,False,False,https://img.buzzfeed.com/video-api-prod/assets/aa9f670d9114422493c6adfeeca4c52f/BFV5470_BiscuitsandGravyBreakfastBake.jpg,,,"5993379,5923249,1691103,64492,64483,65846,64462,64444,64484",0,0,0,12,767,99.0,30.0,48.0,701.0,9.0,34.0,1.0
64,US,,1359,,True,eng,Cinnamon Bun French Toast,cinnamon-bun-french-toast,https://vid.tasty.co/output/40734/mp4_640x640/1498787327,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/99080ff30da94fa3b4eafd079e358051/BFV8700_French_Toast_4_Ways_FB1080.jpg,,,"64469,8091917,1247794,1247793,1247788,1247787,1247785,1280510,1280507,1280506,1280508,64444,65410,64449,65850,64484,65859,64483,64488,65848",0,0,0,134,765,86.0,25.0,52.0,692.0,27.0,34.0,1.0
65,ZZ,,1606,,True,eng,Banana Muffin Mug,banana-muffin-mug,https://vid.tasty.co/output/25425/mp4_640x640/1488497369,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/1ad3eaa777404ba7909eda11ccd732bd/Final.jpg,,,"64469,64463,8091920,1247785,1247788,1280507,1280508,64484,64483,64471,65845",0,0,0,127,765,86.0,15.0,9.0,542.0,64.0,106.0,6.0
66,ZZ,,1658,,True,eng,Healthy Peanut Butter Chocolate Chip Pancakes,healthy-peanut-butter-chocolate-chip-pancakes,https://vid.tasty.co/output/27116/mp4_640x640/1490138212,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dffb8a3d9c5b4beaba0bf92d285c9e55/BFV18275_HealthyPancakes4Ways_FB1080SQ.jpg,,,"64469,8091920,1247788,1280507,1280508,1247785,1280510,64484,64483,65848,65855,64510,64505,65859,64471,64488,64466,64444,65840",0,0,0,111,877,89.0,11.0,17.0,342.0,15.0,40.0,5.0
67,US,,1631,"breakfast, easy, french toast, fruit",True,eng,Strawberry Cream Cheese French Toast Roll-up,strawberry-cream-cheese-french-toast-roll-up,https://vid.tasty.co/output/24897/mp4_640x640/1487973901,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/67d4c8d4bbb94a6bb2245ced86b4e57b/frenchtoastrollups4ways-fb.jpg,"{'host': 'the-girl-who-ate-everything.com', 'url': 'http://www.the-girl-who-ate-everything.com/2013/05/french-toast-roll-ups.html'}",,"64469,8091918,8091916,64467,8030032,1247790,1247786,1280501,1280503,1280512,64483,64484,64505,65859,65855,64471,64462,64488,64444,65840",0,0,0,65,875,94.0,9.0,6.0,128.0,1.0,7.0,0.0
68,US,,846,"tasty, tasty_vegetarian",True,eng,Apple Ring Pancakes,apple-ring-pancakes,https://vid.tasty.co/output/27621/mp4_640x640/1490636971,False,False,https://img.buzzfeed.com/video-api-prod/assets/caa0029d861544048c0d4bedca56e668/FB.jpg,"{'host': 'acozykitchen.com', 'url': 'http://www.acozykitchen.com/spiced-apple-ring-pancakes/'}",,"1247788,1247787,1280513,1247793,1280507,1247785,1280510,1280508,1280503,1280501,1247781,65850,64484,64471,65848,64483,64444",0,0,0,121,866,88.0,9.0,11.0,349.0,12.0,52.0,3.0
69,US,,7009,,True,eng,Dalgona Coffee,dalgona-coffee,https://vid.tasty.co/output/186561/hls24_1606492709.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5360b8522b18423eb1f7f0fa906b903c/Tasty_0511FBFINALCut.jpg,,,"64470,8091916,6718867,64487,64483,1247793,1280510",0,0,0,79,780,91.0,0.0,0.0,69.0,18.0,18.0,0.0
70,ZZ,,1629,,True,eng,Muffin Tin Customizable Veggie Egg Cups,muffin-tin-customizable-veggie-egg-cups,https://vid.tasty.co/output/26144/mp4_640x640/1489099678,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45694dc7ed3c44ee9beacb3e225f45a3/BFV17735_One_Muffin_Pan_Three_Healthy_Breakfasts_FB1080.jpg,,,"64469,8091916,6854262,1280506,1247771,1280499,1247793,1247785,1247788,1247775,64483,64484,64492,64471,64466,64488,64444,65846",0,0,0,37,763,96.0,6.0,4.0,75.0,0.0,0.0,0.0
71,US,,111,"tasty, tasty_vegetarian",True,eng,German Pancake (aka Dutch Baby),german-pancake-aka-dutch-baby,https://vid.tasty.co/output/32236/mp4_640x640/1495125477,False,False,https://img.buzzfeed.com/video-api-prod/assets/56a4c841a466495ab28f0843a9ad331b/BFV4521_German_Pancake_Thumb1080.jpg,,,"1280513,65838,1247787,1280501,1280502,1247788,64483,64492,64471,65410,64450,65846,65842,64484,64444,65859,64485,65848,65840",0,0,0,40,934,96.0,6.0,9.0,181.0,3.0,16.0,0.0
72,ZZ,,1057,"tasty, tasty_vegetarian",True,eng,Banana Bread Mini Muffins,banana-bread-mini-muffins,https://vid.tasty.co/output/24346/mp4_640x640/1487376733,False,False,https://img.buzzfeed.com/video-api-prod/assets/a5bea58d39d24f658210c2174ab44d42/BFV16675_BananaBreadMuffinsThumb.jpg,,,"8030032,1247775,1247772,1247788,1280510,64505,64484,64483,65857,64488,64444,65846,65838",0,0,0,48,817,95.0,5.0,6.0,209.0,21.0,36.0,3.0
73,US,,3352,,True,eng,Chocolate Chip Banana Bread Overnight Oats,chocolate-chip-banana-bread-overnight-oats,https://vid.tasty.co/output/52140/mp4_640x640/1505350510,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/073fb81d70e442b6bba35be8395f9325/BFV26703_Oats_FB_Cut5.jpg,"{'host': 'superhealthykids.com', 'url': 'http://www.superhealthykids.com/banana-bread-overnight-oats/'}",,"64469,8091920,64488,1280508,1247785,1280506,1280507,64483,64471,64466,64462,64444",0,0,0,154,809,85.0,17.0,8.0,461.0,24.0,82.0,10.0
74,ZZ,,1533,,True,eng,Blueberry French Toast In A Mug,blueberry-french-toast-in-a-mug,https://vid.tasty.co/output/20921/mp4_640x640/1484677868,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/bf59c9256bcb4c6886e3a389061beb88/Breakfast_mug_4_way-FB_final.jpg,,,"64469,8091918,8091916,64467,1247785,1247775,1280510,1280501,1280503,1280508,64484,64488,64483,65850,64444,65845,64471",0,0,0,313,807,73.0,9.0,6.0,116.0,1.0,4.0,0.0
75,ZZ,,1549,,True,eng,Mixed Berry Smoothie Meal Prep,mixed-berry-smoothie-meal-prep,https://vid.tasty.co/output/21229/mp4_640x640/1484865382,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0260619ddf3b416590eaff36a7f20359/BFV16378_BreakfastSmoothieMealPrep4Ways_FB1080SQ.jpg,,,"64484,64471,64488,1280506,1280507,1247785,1280501,1280503,1247796,64444,64483,64487,65853,64466,65838,65843",0,0,0,64,893,94.0,17.0,3.0,287.0,39.0,49.0,8.0
76,US,"Dinner for breakfast! This steak and egg hash is full of vegetables and protein, the perfect start to your day! Sear off the steak fresh, or use leftovers from the night before to make this dish even easier to pull together.",5756,,True,eng,Steak And Eggs Hash,steak-and-eggs-hash,https://vid.tasty.co/output/151271/landscape_480/1573521639,False,False,https://img.buzzfeed.com/video-api-prod/assets/2761a0294c9540f4aa4e663e9403503b/SteakandEggHash_Thumbnail_FB.jpg,,,"8091748,8091920,64484,1280508,1247788,1247785,1280507,1280501,64492,64486,65840,65859,64483,1280500,64505,2651761,65848,2651754,64471,64444,2651756,65855",35,25,55,43,689,95.0,22.0,20.0,486.0,8.0,56.0,6.0
77,US,,5814,,True,eng,Blueberry Cream Muffins,blueberry-cream-muffins,,False,True,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/4e9524578f544c888af761e10630593b.jpeg,,,"64469,64492,64483,65857,64471,65846",0,0,0,0,41,100.0,4.0,13.0,264.0,13.0,32.0,0.0
78,US,,3360,,True,eng,Peanut Butter Oatmeal,peanut-butter-oatmeal,https://vid.tasty.co/output/73477/hls24_1516297973.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4070d9fbdd8a48939d08232f78b5fff4/HowToGetProteinWithoutMeatOrDairyFBNEW.jpg,,,"64469,8091920,5949791,64484,1247786,1280506,64466,64471,64483,65848",0,0,0,56,672,93.0,24.0,27.0,784.0,22.0,118.0,17.0
79,ZZ,,1090,"avocado, bacon, bake, basil, breakfast, buzzfeed, cheddar, cheese, chive, eggs, fresh, goodful, healthy, tomato, vegetarian",True,eng,Baked Avocado Eggs,baked-avocado-eggs,https://vid.tasty.co/output/26247/mp4_640x640/1489177224,False,False,https://img.buzzfeed.com/video-api-prod/assets/0ec8b1258cb846f4a8e16df0fe73978e/Thumb.jpg,,,"8030032,6683352,5812430,1247785,1280507,65852,65856,64484,1280503,1280501,1247775,1280500,64492,64471,64483,64466,64444,65846",0,0,0,248,745,76.0,11.0,19.0,249.0,0.0,9.0,5.0
80,ZZ,,1539,"brunch for two, french toast brunch, mimosa, omelette brunch, valentine’s day brunch",True,eng,Strawberry Cheesecake French Toast,strawberry-cheesecake-french-toast,https://vid.tasty.co/output/22555/low_1485886490.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/2e64b5889eed4a43abe2f001ceb746da/BFV15994_BrunchForTwo_TODAY-FB.jpg,,,"64469,64480,65859,64444,64484,64483,65848,65850",0,0,0,28,621,96.0,21.0,71.0,904.0,37.0,46.0,2.0
81,US,,6079,,True,eng,Spiced Chorizo And Tomato Shakshuka,spiced-chorizo-and-tomato-shakshuka,https://vid.tasty.co/output/161464/landscape_480/1582916785,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/256971.jpg,,,"8091920,8091917,64481,64483,1247788,65846",0,0,0,23,820,98.0,27.0,31.0,511.0,19.0,32.0,8.0
82,ZZ,,1656,,True,eng,Healthy Dark Chocolate Pancakes,healthy-dark-chocolate-pancakes,https://vid.tasty.co/output/27116/mp4_640x640/1490138212,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/92e273d743ca482680d46fb233fd4cff/BFV18275_HealthyPancakes4Ways_FB1080SQ.jpg,,,"64469,64463,8091920,1247788,1280508,1280507,1280510,1247785,64466,64484,64483,65848,65855,65859,64471,64488,64444,65840",0,0,0,91,656,88.0,8.0,8.0,250.0,14.0,37.0,5.0
83,US,,4216,", baking, best, best ever, boiled, buzzfeed, chef, classic, cloud egg, cook, cooking, easy, easy recipes, egg, egg recipes, food, fried, hard boiled egg, how to, how to bake, how to cook, how to cook eggs, matthew francis, matthew francis johnson, matthew johnson, noodles, omelette, pasta, perfect, poached, quick and easy, recipe, recipes, scrambled eggs, soft boiled egg, steamed, sunny side up, tasty, ultimate, waffle, yum, yummy",True,eng,Sunny-Side Up,sunny-side-up,https://vid.tasty.co/output/103217/landscape_480/1532627187,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ee9b2aaf70b04b37b51722963ec66d09/eggsfinalFB.jpg,,,"64469,64470,8091916,1247788,1247787,1280508,64471,64484,64483,64444,65848",0,0,0,27,596,96.0,8.0,17.0,192.0,0.0,0.0,0.0
84,ZZ,,1779,"bacon, bake, breakfast, breakfast in bed, brunch, buzzfeed, eggs, holiday, mother's day, pancakes, tasty ",True,eng,Strawberry Shortcake Pancakes,strawberry-shortcake-pancakes,https://vid.tasty.co/output/31174/mp4_640x640/1494276313,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c6792815353440bd92050a578cf9b915/BFV17497_StrawberryShortcakePancakeBreakfastInBed-FB1080SQ_MothersDay_H264.jpg,,,"64469,6718874,1247788,1247787,1280507,1280510,1247785,1280508,1247794,1247786,1280506,1280501,1280503,65859,64484,64483,64471,64444,65848",0,0,0,34,712,96.0,8.0,11.0,441.0,46.0,78.0,2.0
85,ZZ,,2204,"9 ways, almond butter, apple, avocado, bananas, breakfast, cantaloupe, chickpeas, cinnamon, coconut, eggs  , feta, goodful, healthy, honey, peanut butter, prosciutto, raspberries, ricotta, smoked salmon, toasts, turkey bacon",True,und,Peanut Butter And Banana Toast,peanut-butter-and-banana-toast,https://vid.tasty.co/output/45881/mp4_640x640/1501691049,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3b22c30979fe445dab56e0b729f2b0f8/BFV23736_Breakfast_Toasts_9_Ways-FB1080.jpg,,,"64469,64470,8091916,6361700,64484,64483,64471,64488,64444",0,0,0,24,594,97.0,1.0,0.0,81.0,9.0,20.0,2.0
86,ZZ,,1550,,True,eng,Kiwi Banana Spinach Smoothie Meal Prep,kiwi-banana-spinach-smoothie-meal-prep,https://vid.tasty.co/output/21229/mp4_640x640/1484865382,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/763b910cdb904b0f9f061b226f4eabb6/BFV16378_BreakfastSmoothieMealPrep4Ways_FB1080SQ.jpg,,,"64470,64484,64488,1280501,1280503,1247785,1280506,1280507,1247796,64444,64487,64483,65853,64466,65843,65838",0,0,0,91,613,88.0,17.0,3.0,321.0,41.0,59.0,6.0
